time,maneuver_type,duration_sec,is_unload,is_stationkeeping,thr_temp_mean,thr_temp_max,thr_temp_min,thr_temp_std,thr_temp_slope,att_err_mean,att_err_max,att_err_std,maneuver_risky
2012-01-19 06:23:00+00:00,UNLOAD_MAN,420.0,1,0,47.26412279024486,56.99858754083843,41.472146490814175,1.9724489504788554,0.11054176503637972,0.08787693013381236,0.3325020065397977,0.01,1
2012-01-19 16:13:00+00:00,UNLOAD_MAN,60.0,1,0,51.508964827872134,59.09482360202753,43.898425342889794,1.4038023347787831,0.19507233501676802,0.07622437508061074,0.13870563336978375,0.054782697246640755,0
2012-01-19 16:19:00+00:00,EAST_MAN,1260.0,0,1,49.87003736900818,56.91401809727777,40.705626599083644,1.7084424638486544,0.06893016141379833,0.1677924291306603,0.2570144843222624,0.010222001014096288,1
2012-01-22 18:10:00+00:00,UNLOAD_MAN,360.0,1,0,43.56283014846705,51.05407103097518,34.5887851887805,1.4913878294491794,0.10651413188375483,0.13363813840833114,0.3680288946573439,0.03013922593710559,1
2012-01-23 17:23:00+00:00,NORTH_MAN,3840.0,0,1,49.475003136329995,53.32678862543411,38.123685701961904,2.4331126004292645,0.07288042452658551,0.1521126075044149,0.45187951886421746,0.014568352821028557,1
2012-01-26 05:56:00+00:00,UNLOAD_MAN,300.0,1,0,43.16446959668401,50.900687368424315,31.718983700942957,2.3662139048814192,0.20374200878513038,0.1770705019042051,0.4273349367795064,0.017031111044773936,0
2012-01-26 14:49:00+00:00,UNLOAD_MAN,120.0,1,0,50.51380120522909,59.40190043635695,45.130956530110474,1.1404194330619766,0.14336017735296705,0.0815956445356717,0.36700737798919353,0.05852710348238584,0
2012-01-26 14:55:00+00:00,EAST_MAN,780.0,0,1,47.800296356054986,61.35168605758625,39.08456802590357,1.798203940740333,0.06527432484651141,0.18675404176503596,0.42413589764142057,0.04555383669879853,0
2012-01-30 05:40:00+00:00,UNLOAD_MAN,420.0,1,0,46.26055054581896,54.518547740834606,40.804045188984475,1.5684071688278616,0.1963053875224272,0.0477896924560132,0.2650393023592464,0.04483199089063753,0
2012-02-02 15:42:00+00:00,UNLOAD_MAN,360.0,1,0,44.276281822384234,45.27375069575332,36.84102293744493,2.646754984229685,0.25713742699743736,0.04595611251171531,0.19558678508587163,0.023681964327519813,1
2012-02-02 15:52:00+00:00,EAST_MAN,900.0,0,1,52.89016535469612,60.60820905634226,43.92479124755064,1.3249504409367896,0.1104841317154474,0.15763732857491697,0.4389375094465967,0.03688301822322878,0
2012-02-06 05:13:00+00:00,UNLOAD_MAN,360.0,1,0,46.38188207172479,62.60039447104971,44.15574584230971,2.802114552342507,0.2116921230432717,0.024762963079559913,0.3272508863622241,0.05752910318420375,1
2012-02-09 14:28:00+00:00,UNLOAD_MAN,420.0,1,0,45.28668871134757,55.88578741630269,30.05295659242852,1.9833526302415312,0.2018038975287395,0.1286382814209479,0.3223267122879704,0.04895825469386999,0
2012-02-09 14:40:00+00:00,EAST_MAN,660.0,0,1,46.59146579804708,52.15879896662132,36.892239765854654,1.4190327968099563,0.06971801241708336,0.1250656596860663,0.3133730555082005,0.06645348122083972,0
2012-02-13 04:45:00+00:00,UNLOAD_MAN,360.0,1,0,49.12923674221339,58.902556285505064,42.91634656845361,1.6613629079953611,0.15133170902381166,0.15359263643274365,0.5127332176049674,0.06930184024251829,1
2012-02-13 15:49:00+00:00,NORTH_MAN,3900.0,0,1,49.461776257456314,55.23573598278709,35.67966699176563,1.5991905796157746,0.03587276851480063,0.11702780175225554,0.31498562377063327,0.04495560283483579,0
2012-02-16 14:11:00+00:00,UNLOAD_MAN,300.0,1,0,48.65093044638395,52.58950788774338,41.693223957842534,1.362690798992247,0.13975288668191826,0.10280244731477636,0.31037103435137325,0.012955014281590155,0
2012-02-16 14:21:00+00:00,EAST_MAN,3960.0,0,1,49.72328401203153,56.67817592232931,41.32572585454736,2.047413429865188,0.0686904815437138,0.1454632496462453,0.39388584042153485,0.034867102018675676,1
2012-02-17 01:42:00+00:00,UNLOAD_MAN,60.0,1,0,55.56659040348185,63.841169721198426,49.02793783467473,1.3860422246540782,0.12985570214121828,0.06686752249701108,0.2570868969015957,0.048046214382546165,0
2012-02-17 01:48:00+00:00,WEST_MAN,2820.0,0,1,46.37433993446154,48.75787342716135,33.41836442213152,0.9098168956309056,0.06250524843098318,0.08468968462548895,0.20265565235117944,0.03447025895991772,0
2012-02-20 16:16:00+00:00,UNLOAD_MAN,300.0,1,0,44.95102908371385,49.50355121209794,37.26598320263149,1.8101617645759134,0.13564515959022166,0.12372147199217098,0.36151802954452317,0.02890751577332494,1
2012-02-23 14:24:00+00:00,UNLOAD_MAN,240.0,1,0,43.74490908700849,51.77591577655555,35.29645678478996,1.0985719017910587,0.17661163431324575,0.09853560954346813,0.294660108541236,0.051395045684469724,1
2012-02-23 14:33:00+00:00,EAST_MAN,1140.0,0,1,50.46391769030198,57.23939816233512,38.852571231225646,1.6239195659662398,0.09402540447800022,0.099634304134786,0.48385927978223564,0.09860606205466563,0
2012-02-27 03:50:00+00:00,UNLOAD_MAN,300.0,1,0,51.51588917088357,60.70032298432184,41.760470798500336,1.545448555698322,0.05678134011223074,0.09586079501511663,0.37470565004435424,0.0402362387592725,1
2012-02-27 14:59:00+00:00,NORTH_MAN,3360.0,0,1,47.5442101693805,51.900205187454816,39.70725436478271,1.564391963987093,0.0626939717550757,0.1997279753919165,0.34017974674761636,0.049943882950164505,1
2012-03-01 14:53:00+00:00,UNLOAD_MAN,300.0,1,0,43.639374092149886,53.781715337809786,32.3082011750775,3.000481550795077,0.0740300323720874,0.07784907966300537,0.3507551015820429,0.02375928245538023,0
2012-03-01 15:03:00+00:00,EAST_MAN,900.0,0,1,44.70207513723504,49.15079784605446,29.086625448951185,2.0282057835847853,0.1122030112990884,0.09639901933589923,0.3271856028089972,0.07486802110083027,0
2012-03-05 04:02:00+00:00,UNLOAD_MAN,300.0,1,0,49.602371151298804,62.53057405711169,40.65013980490054,2.122685504497666,0.1751658682027094,0.014627788766875247,0.34557041896142654,0.06749486086702847,1
2012-03-08 14:58:00+00:00,UNLOAD_MAN,360.0,1,0,49.97301668481377,52.82574183167882,41.62273642119607,1.1118008518288527,0.16282741109270826,0.09788235309214426,0.2454369318092403,0.06611468278931834,1
2012-03-08 15:10:00+00:00,EAST_MAN,1080.0,0,1,50.17261707322078,54.89495426207054,41.660735822363534,1.673018433181539,0.060629780335030636,0.15284417556201962,0.3717117903979721,0.0771959162260949,0
2012-03-12 14:53:00+00:00,UNLOAD_MAN,360.0,1,0,44.337961170845226,53.590073579940714,32.40667266835067,2.107651314970756,0.16234269645656083,0.1418099057840434,0.33190054087479415,0.041453172906103855,1
2012-03-15 01:43:00+00:00,UNLOAD_MAN,240.0,1,0,47.92864529226688,60.9213450467598,41.72623849736564,1.4877355435434967,0.12649428721155626,0.10541088008152663,0.3112588223873566,0.043951643603087565,0
2012-03-15 01:52:00+00:00,WEST_MAN,2880.0,0,1,48.46674323656291,57.41187234491142,41.3016959156979,2.4540314217589927,0.04308872751248738,0.16779167865404418,0.27927178375364925,0.084197570637733,0
2012-03-15 14:15:00+00:00,UNLOAD_MAN,120.0,1,0,47.87475438691605,57.563328147463224,44.48708323429598,1.3986517070494848,0.18709649598544653,0.1365615200940121,0.3941526868853298,0.06265456205889117,1
2012-03-15 14:22:00+00:00,EAST_MAN,3960.0,0,1,51.48571511179276,59.538325816811934,47.03731869971268,1.8568169320674122,0.1409013876861886,0.17564751148461316,0.4174439390695629,0.01,0
2012-03-19 02:27:00+00:00,UNLOAD_MAN,360.0,1,0,47.89438219509873,52.81518683275315,41.44778220319264,1.7069741800122207,0.19744477405417532,0.1492151327738781,0.4777374944660576,0.059096419512740195,0
2012-03-19 13:37:00+00:00,NORTH_MAN,3300.0,0,1,50.71565425228758,57.24523920756944,42.883465234468844,2.082160329690958,0.0695825699983772,0.19849890980536256,0.3974963246066845,0.03836603878460807,0
2012-03-22 14:47:00+00:00,UNLOAD_MAN,300.0,1,0,47.270316277955565,51.63458711801174,33.96306630064521,1.679754964072287,0.20896811563465395,0.09151534167168753,0.250331390846874,0.06796343649313315,1
2012-03-22 14:57:00+00:00,EAST_MAN,960.0,0,1,49.156477594759934,53.32034769142932,39.54849917998426,1.8645531864645313,0.07532088743359662,0.053647097881924594,0.3325765356763283,0.05816380938840347,1
2012-03-26 13:58:00+00:00,UNLOAD_MAN,360.0,1,0,49.52515290335416,58.7303996613134,44.26138843392354,1.8819349541110073,0.18267506607692569,0.13318593718427102,0.2537654990243026,0.015189144719544023,0
2012-03-29 15:30:00+00:00,UNLOAD_MAN,300.0,1,0,41.171376720577335,45.80184277431345,35.355318176669684,1.6328061213043494,0.12445436691166625,0.13902765946613882,0.4475261129745347,0.055376603409909554,0
2012-03-29 15:40:00+00:00,EAST_MAN,900.0,0,1,46.721315134570794,55.67997715474088,34.59706908487883,2.2425469342485562,0.08880089181271146,0.19849976966905697,0.5067839694104272,0.054212554545032154,0
2012-04-02 01:32:00+00:00,UNLOAD_MAN,360.0,1,0,45.11850938282882,49.21304112616553,33.73867833694124,2.119194187418713,0.028941107130540544,0.1640645178084853,0.48979240792192613,0.057269249729295736,1
2012-04-05 01:46:00+00:00,UNLOAD_MAN,300.0,1,0,44.444488607026635,53.3336376673769,36.360038876354025,1.9556930273734163,0.13490433927915424,0.19727362279322827,0.43493592126117764,0.06151057703826618,1
2012-04-05 01:57:00+00:00,WEST_MAN,2160.0,0,1,46.89943099509326,53.433383288204375,40.227010391709754,1.7847708332690209,0.10455449833925137,0.15099269901632667,0.30234306075655004,0.07991931919643463,1
2012-04-05 14:21:00+00:00,UNLOAD_MAN,120.0,1,0,52.97976524493758,65.19961184588952,41.60496673782365,2.3982720152599986,0.12949751913180807,0.11144052959693142,0.32235930222746767,0.058277779792285975,0
2012-04-05 14:28:00+00:00,EAST_MAN,3180.0,0,1,44.536675537227026,53.50783222396422,39.516656917401086,1.8820828780929093,0.18780940340425697,0.05075084393371268,0.28875773344163336,0.05045796920948929,0
2012-04-09 01:05:00+00:00,UNLOAD_MAN,360.0,1,0,50.873113418365925,62.580462097348345,41.697022224193354,1.8466513560870315,0.09187669573373619,0.11540482672570403,0.2593906622069164,0.0729593510837645,0
2012-04-12 12:51:00+00:00,UNLOAD_MAN,360.0,1,0,40.26852091353678,46.001580764261206,25.45054394085679,2.052345014944063,0.12182093814480373,0.07237483215643412,0.40568646104895567,0.09485481447179536,1
2012-04-12 15:39:00+00:00,UNLOAD_MAN,120.0,1,0,45.6604598800569,53.8288899007894,37.044392833302524,2.8482933414854252,0.10475636950070735,0.11057550067162356,0.36858391742847785,0.0683014150833618,0
2012-04-12 15:46:00+00:00,EAST_MAN,960.0,0,1,48.651012260420025,53.70775078607119,42.97784069820484,1.3298218959893982,0.07181115105022645,0.12272565931548282,0.23350336378328235,0.054124122536161806,1
2012-04-15 12:39:00+00:00,UNLOAD_MAN,360.0,1,0,49.344889325437116,56.104073597203865,40.1137832174225,2.3849284465276774,0.20157065314703526,0.12358667944250676,0.5118740470890845,0.058650610995378376,1
2012-04-16 23:40:00+00:00,SOUTH_MAN,3900.0,0,1,50.84490631917142,58.05859365093753,44.25493247621746,1.0534144193809474,0.17390158971634817,0.11513346452307448,0.32487239204009216,0.055120875187965164,1
2012-04-19 14:49:00+00:00,UNLOAD_MAN,420.0,1,0,50.173388940799704,55.99581427873829,46.355736472059945,2.108636579114312,0.11496036945405294,0.14675100953662923,0.2373407052516306,0.05037036830546655,0
2012-04-19 15:00:00+00:00,EAST_MAN,840.0,0,1,46.60509971100625,50.95859113446916,36.501991630389924,2.7875414138043655,0.06384962286383983,0.0,0.1169745877252726,0.09330341663012762,0
2012-04-22 12:12:00+00:00,UNLOAD_MAN,360.0,1,0,45.15059282934173,48.91004085838377,33.797089627692564,2.2443342622336537,0.09214356757030427,0.10949967875789222,0.4582780384744267,0.03501893251367135,0
2012-04-25 12:00:00+00:00,UNLOAD_MAN,420.0,1,0,50.431903525028616,51.41265917790643,43.36462354124633,2.0853125392698963,0.2153142693259652,0.1601244889576281,0.5426229805793104,0.07309811656485399,1
2012-04-26 14:00:00+00:00,UNLOAD_MAN,180.0,1,0,46.23478270047354,51.06574330996317,39.36648972276236,1.7197752655984622,0.20605022034581516,0.19350242542281074,0.49445093077090263,0.04748286114598853,1
2012-04-26 14:08:00+00:00,EAST_MAN,780.0,0,1,42.89725470664831,52.77973639666384,37.7819508800138,2.015523600244277,0.09470091000056066,0.15659806691925315,0.48852893177796675,0.020391616597225524,1
2012-04-29 11:44:00+00:00,UNLOAD_MAN,360.0,1,0,42.46685114398608,45.67135554794623,34.91665794538878,1.8739685922983218,0.08019504018465602,0.18424415112912695,0.5059056970089881,0.04623364512826987,0
2012-05-02 11:32:00+00:00,UNLOAD_MAN,480.0,1,0,43.322190855993554,47.21782231723364,37.00929600476313,1.6070116960343224,0.08466687172718741,0.10844679978793713,0.36413841506434375,0.03906448332492171,0
2012-05-03 13:17:00+00:00,UNLOAD_MAN,120.0,1,0,48.988642976215054,62.3613386899138,44.02174103632482,1.8550621922625652,0.1585314725192297,0.10014312879635316,0.3330473075774458,0.061551546368353194,1
2012-05-03 13:25:00+00:00,EAST_MAN,2580.0,0,1,48.56970294428226,54.6602147947375,34.89319645308345,2.09919058031322,0.12746689592232496,0.1464707821613876,0.4004571016090484,0.05182600445317142,1
2012-05-04 00:44:00+00:00,UNLOAD_MAN,120.0,1,0,49.76194141627107,58.72507944376558,40.36246296602255,1.6163914657346798,0.0466927597489426,0.09984028585544676,0.3734418301697762,0.029559462727040627,0
2012-05-04 00:51:00+00:00,WEST_MAN,1500.0,0,1,46.290989414653865,56.217940854155344,36.57380409056581,1.596859089657658,0.08393450447310587,0.08088212659913198,0.20672232594649215,0.07942015826979432,1
2012-05-06 23:15:00+00:00,UNLOAD_MAN,360.0,1,0,47.634158764306854,57.6217371536507,36.98396005750957,1.3198782812039127,0.23091479447786922,0.07423798779340504,0.347433860724616,0.07180268008951449,0
2012-05-07 22:23:00+00:00,SOUTH_MAN,3300.0,0,1,50.502361575869344,53.93541888404516,40.189252925589926,2.195362513044448,0.08912453966848573,0.06439235469619214,0.41025403942589395,0.08172111064192802,1
2012-05-10 15:15:00+00:00,UNLOAD_MAN,480.0,1,0,45.76261384111905,53.06943480142058,39.00194369950919,2.27266163098353,0.2244819045395312,0.12641885474326225,0.30578161191035913,0.05473929328136233,1
2012-05-10 15:28:00+00:00,EAST_MAN,900.0,0,1,49.82710095022965,52.97241914167447,41.00944308131525,2.1158302221182588,0.1324523064477842,0.12056959062502387,0.2892448120928442,0.049285338634386194,1
2012-05-13 10:49:00+00:00,UNLOAD_MAN,420.0,1,0,44.3522962357334,59.69124981246437,37.15938768851538,2.4825852463643328,0.09578601995823213,0.08198569416209513,0.32964032508596175,0.06407120965237242,1
2012-05-15 23:01:00+00:00,UNLOAD_MAN,420.0,1,0,45.547784613739715,48.76315882169291,36.23239373940974,2.043933818540364,0.13536643533240722,0.0716658121581355,0.20670005711732187,0.03845049958158196,0
2012-05-17 14:56:00+00:00,UNLOAD_MAN,360.0,1,0,45.473048424006684,50.329527767397224,36.44797576613219,2.1960054686828783,0.14356528807276486,0.12525281730998133,0.19357095564723073,0.052601191094396725,1
2012-05-17 15:05:00+00:00,EAST_MAN,960.0,0,1,43.21664141764384,48.09483885311933,36.36462220023645,2.1519187128187816,0.052374421595324676,0.15902240903050352,0.4737943130410213,0.0464864420135727,1
2012-05-20 10:22:00+00:00,UNLOAD_MAN,360.0,1,0,48.94788992314233,52.45790849297369,44.93578609190772,1.9542299902908962,0.10150659885945296,0.04347430017474087,0.1983791741723976,0.020779313656201587,0
2012-05-21 21:28:00+00:00,SOUTH_MAN,3300.0,0,1,46.122390639189106,58.18017236845874,37.68367946829258,1.7345890859351765,0.17533842960592805,0.05561576651121912,0.2574606243832401,0.05254911009678145,1
2012-05-24 10:39:00+00:00,UNLOAD_MAN,300.0,1,0,47.04997647491075,62.31732017816124,39.66278493833265,3.1070763078959556,0.10113196901535243,0.14772549778105076,0.2867129936802442,0.04118066216513396,1
2012-05-24 13:54:00+00:00,EAST_MAN,3480.0,0,1,49.92298663562364,56.495739277685786,47.594103378749914,1.7740245100732457,0.15392180382043402,0.051243338075570216,0.3789188195668701,0.045148956719633926,1
2012-05-25 01:09:00+00:00,UNLOAD_MAN,180.0,1,0,48.78612470411978,52.82485526358655,39.26313939745363,1.6670611444397818,0.1281757760817492,0.12737434169112422,0.41269195751952564,0.05727569891299909,1
2012-05-25 01:16:00+00:00,WEST_MAN,2820.0,0,1,50.66154043589115,51.950763939713084,39.76551409916282,2.2170049117250534,0.09871803350584138,0.20084545993770067,0.37677150582233065,0.07545066267973251,1
2012-05-27 21:52:00+00:00,UNLOAD_MAN,420.0,1,0,46.60605806196231,53.873731906396,31.020988636335456,2.1259272076475026,0.17809222091192867,0.18096174016965674,0.2629720036933816,0.03302459818904044,0
2012-05-30 09:42:00+00:00,UNLOAD_MAN,360.0,1,0,45.30680675182339,52.35771048233906,38.48039926178537,1.2976042261948364,0.12007206635476608,0.13689362953160458,0.3022006490457846,0.04326883569741286,1
2012-05-31 14:35:00+00:00,UNLOAD_MAN,300.0,1,0,46.6811271563744,52.72723877729397,40.2972628460216,2.5613391272818693,0.1783952156747267,0.13544047576610604,0.39245574576107745,0.03469834607280379,0
2012-05-31 14:45:00+00:00,EAST_MAN,1200.0,0,1,41.25066226416788,49.914788026096566,36.5789253554856,1.9529027123245832,-0.0023214849774191026,0.23259537250982276,0.4514589429177993,0.03339638824402018,0
2012-06-03 09:27:00+00:00,UNLOAD_MAN,360.0,1,0,41.21155011030765,50.39706953875411,32.585624390846625,1.4445344523921397,0.17198536942073187,0.0,0.21090980444519872,0.038108621127004555,1
2012-06-05 21:17:00+00:00,UNLOAD_MAN,360.0,1,0,41.70920155058239,50.67845132439609,33.10224700890733,2.594392057176937,0.02657349377141821,0.07678321619596826,0.2979530921429494,0.04607099434369611,0
2012-06-07 15:26:00+00:00,UNLOAD_MAN,480.0,1,0,43.011012689594075,50.06263807368862,37.44490169395432,2.312837785798077,0.13865766366507715,0.14242459245383007,0.41830421560364606,0.061717433137550085,1
2012-06-07 15:39:00+00:00,EAST_MAN,900.0,0,1,49.59909690689375,54.294231418170966,42.12388655290527,1.3677290040260428,0.14271214926592457,0.10313564960790216,0.29894972920139773,0.05640891529569676,1
2012-06-10 08:59:00+00:00,UNLOAD_MAN,360.0,1,0,43.378083778559756,53.375583071979904,41.31408077922782,2.8885914201288623,0.1811147653029188,0.16198891543035174,0.40699026047630205,0.02886286001833501,0
2012-06-11 20:01:00+00:00,SOUTH_MAN,3900.0,0,1,46.48734978384244,54.52489106210703,35.7082195403427,2.3293986841830963,0.03507947605190295,0.11803229698449037,0.21934037620998054,0.07588320647834307,1
2012-06-14 08:43:00+00:00,UNLOAD_MAN,360.0,1,0,52.19691319114426,62.861985765648214,46.50895097016076,1.994901942187477,0.09151678019532417,0.10658719301687988,0.5619722707144125,0.06888824612954075,0
2012-06-14 15:07:00+00:00,UNLOAD_MAN,60.0,1,0,45.5749441157543,55.945170764170996,37.67891316999324,2.7951094028108896,0.11556639798386828,0.08626626678770312,0.25788033485607764,0.03197628698780593,0
2012-06-14 15:13:00+00:00,EAST_MAN,780.0,0,1,50.95006227386835,54.684776066727004,47.23014253776169,2.0796488919148204,0.10931079311790674,0.09387445205959696,0.3142337528479947,0.07448221783839121,1
2012-06-17 08:32:00+00:00,UNLOAD_MAN,300.0,1,0,43.26552927996049,46.96286265758768,37.01259007834521,1.985958462447984,0.04840334049781485,0.0726445018426174,0.3292910543212385,0.056538768251925525,1
2012-06-19 20:22:00+00:00,UNLOAD_MAN,420.0,1,0,46.17824976852948,51.911627612307896,39.01702322908206,1.6698499419890056,0.1493388212075721,0.11355831484183881,0.27247926360178476,0.04687089394149507,0
2012-06-21 14:29:00+00:00,UNLOAD_MAN,420.0,1,0,43.199911780357674,48.03111555548567,35.233784321240165,2.2909252196535395,0.16557146869000325,0.06127175170885665,0.26205423113380294,0.057161600889586245,1
2012-06-21 14:38:00+00:00,EAST_MAN,780.0,0,1,46.64386769639775,56.90962302432605,37.204670149830214,2.23830148366199,0.08584814095645082,0.16766024417456438,0.3672277716402419,0.04948458408748956,1
2012-06-24 08:04:00+00:00,UNLOAD_MAN,420.0,1,0,50.36123254982958,59.415161577793334,38.04400729937092,2.007340069944856,0.17626604840265261,0.13266129623014117,0.24125748697280347,0.06090157308962813,1
2012-06-25 19:11:00+00:00,SOUTH_MAN,3300.0,0,1,41.0907183072306,52.38827028858653,30.892585478922534,1.6050068230661985,0.1111862079163102,0.17497082204849201,0.41882976460245586,0.05374631046262335,1
2012-06-28 07:48:00+00:00,UNLOAD_MAN,420.0,1,0,48.73769457418343,57.92715502641619,37.85120094474469,2.064964927083037,0.12291728703005525,0.04355378220035007,0.07863159837447699,0.043251478954555944,0
2012-06-28 13:38:00+00:00,UNLOAD_MAN,60.0,1,0,47.95094240932911,56.576891154949216,35.612630079499695,1.965100607118931,0.0531905319870255,0.015026172660677808,0.39029701690233926,0.01,1
2012-06-28 13:44:00+00:00,EAST_MAN,2640.0,0,1,45.62340017721282,57.222589518245336,35.91427653264473,1.3332628406328995,0.10667065407854115,0.11979071221841184,0.39908780071625116,0.06054365081263853,1
2012-06-29 01:01:00+00:00,UNLOAD_MAN,120.0,1,0,41.21576858244618,50.62495060165133,33.325890169303165,1.2640938243379072,0.10234623173850113,0.24494003067797607,0.5088522664433137,0.04252689443226533,0
2012-06-29 01:08:00+00:00,WEST_MAN,1680.0,0,1,48.28851803085548,56.49282092116864,37.26118231209031,2.282576689404885,0.07108286875692274,0.18331043890472853,0.20964622766140434,0.06555893219290493,0
2012-07-01 19:35:00+00:00,UNLOAD_MAN,480.0,1,0,44.88202916374479,57.32338826553685,33.66300130585982,0.6990558424741555,0.17395621089815433,0.07227768457466435,0.1930248172453623,0.059633501245514406,0
2012-07-04 07:25:00+00:00,UNLOAD_MAN,480.0,1,0,47.930704845418816,56.27624749487718,37.98500733152071,2.10270526348063,0.2208666691717176,0.12122560672156706,0.46016011880207247,0.04304671577687982,0
2012-07-05 15:15:00+00:00,UNLOAD_MAN,420.0,1,0,47.08740858209377,54.17438676734001,43.45129137320208,1.7609584711230877,0.14809699382789956,0.13637934537218419,0.7515034850761444,0.0704597638215467,1
2012-07-05 15:27:00+00:00,EAST_MAN,960.0,0,1,54.40711556528366,59.893645788950714,48.9314960245676,2.654123303439955,0.12770324182229353,0.05158058796335693,0.37104983446906004,0.05409683323673142,1
2012-07-08 07:09:00+00:00,UNLOAD_MAN,540.0,1,0,46.0425774901079,56.151653867244136,38.867139802199354,1.7532658954230622,0.07777603294235548,0.16848129345173024,0.47217563447682537,0.053272856947561745,0
2012-07-09 18:16:00+00:00,SOUTH_MAN,3300.0,0,1,43.906010029512544,55.61716165503995,33.56714696730485,2.329742107125948,0.11227617904975173,0.11162879365895298,0.3641262164703718,0.04723778626473716,1
2012-07-12 06:53:00+00:00,UNLOAD_MAN,540.0,1,0,47.71710253982526,55.56534033552497,39.78114179703694,1.8015430793811043,0.1470047031161419,0.095465957769607,0.21071623819858995,0.08367111424479595,0
2012-07-12 15:14:00+00:00,UNLOAD_MAN,120.0,1,0,47.87998673588706,59.803733607226576,36.46938083553537,2.0568740767430715,0.21146137903130913,0.10118923297169279,0.40070664129172584,0.035734665418086835,1
2012-07-12 15:21:00+00:00,EAST_MAN,660.0,0,1,53.43675030096175,55.52670520504702,41.4910404147289,2.3684182654600257,0.07297707619856217,0.17722700696539476,0.26710627325570185,0.0435465092508189,0
2012-07-15 06:42:00+00:00,UNLOAD_MAN,600.0,1,0,50.340444983658315,58.17408485923457,38.7429335776267,1.76872214183771,0.13791811914188148,0.062240892089929604,0.14118237557594426,0.02525329709840007,0
2012-07-17 18:32:00+00:00,UNLOAD_MAN,600.0,1,0,48.42748423659804,56.30719950028473,36.81086254315718,2.498277442249202,0.20294072335663976,0.014651499760777384,0.0872985672169284,0.06453462154649012,0
2012-07-19 13:50:00+00:00,UNLOAD_MAN,360.0,1,0,52.85321156487825,58.67222844765621,47.9641932788544,1.5031510614467585,0.14539831038026754,0.11614776464500223,0.4137200292951615,0.03835701987284653,1
2012-07-19 14:02:00+00:00,EAST_MAN,900.0,0,1,43.24494778270859,58.39653089665421,33.79704128434126,2.1472964212791896,0.04455793093563657,0.017817095691343557,0.2120756901985934,0.040599288365473565,0
2012-07-22 06:14:00+00:00,UNLOAD_MAN,660.0,1,0,44.44099386900101,52.24241597093473,38.26358099186726,2.4613198613939264,0.2775816636645062,0.084944820243223,0.29503063023366105,0.039661267356856385,0
2012-07-23 17:21:00+00:00,SOUTH_MAN,3300.0,0,1,44.2936962343779,51.0705039195646,41.24089522845549,2.3300187458951673,0.046070361833163334,0.17934371449294093,0.3778033207878725,0.051254438321247764,0
